1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,020,102620,,,103909,,WC,6-1 6-1,3,R16,Frederic Petitjean,R,,FRA,23.7864476386,Guillermo Coria,R,175,ARG,17.2813141684,693,19,851,10,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,021,101720,6,,103532,,,6-3 6-1,3,R16,Agustin Garizzio,R,185,ARG,29.1033538672,Ignacio Gonzalez King,R,175,ARG,19.0910335387,352,94,858,10,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,022,108686,4,,103095,,,7-5 7-6,3,R16,Alejandro Aramburu Acuna,U,,PER,30.1930184805,Patricio Rudi,R,,ARG,21.3579739904,,,634,25,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,023,103397,8,,102628,,Q,6-3 6-2,3,R16,Alexandre Simoni,R,188,BRA,19.8165639973,Mauro Barman,R,,ARG,23.7672826831,367,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,024,102554,2,,103106,,,6-1 6-0,3,R16,Diego Moyano,R,175,ARG,24.1177275838,Keith Brill,R,,USA,21.2977412731,290,129,774,15,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,025,103900,,WC,104076,,Q,6-4 2-6 7-5,3,QF,David Nalbandian,R,180,ARG,17.3141683778,Jose Acasuso,R,190,ARG,16.514715948,1288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,026,102243,3,WC,102620,,,6-7 6-2 6-2,3,QF,Marcelo Charpentier,L,180,ARG,25.7905544148,Frederic Petitjean,R,,FRA,23.7864476386,311,112,693,19,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,027,101720,6,,108686,4,,6-1 6-3,3,QF,Agustin Garizzio,R,185,ARG,29.1033538672,Alejandro Aramburu Acuna,U,,PER,30.1930184805,352,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,028,102554,2,,103397,8,,7-5 3-6 6-4,3,QF,Diego Moyano,R,175,ARG,24.1177275838,Alexandre Simoni,R,188,BRA,19.8165639973,290,129,367,88,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,029,102243,3,WC,103900,,WC,6-4 0-6 7-5,3,SF,Marcelo Charpentier,L,180,ARG,25.7905544148,David Nalbandian,R,180,ARG,17.3141683778,311,112,1288,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,030,102554,2,,101720,6,,2-6 6-3 6-0,3,SF,Diego Moyano,R,175,ARG,24.1177275838,Agustin Garizzio,R,185,ARG,29.1033538672,290,129,352,94,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,031,102243,3,WC,102554,2,,0-6 6-4 6-2,3,F,Marcelo Charpentier,L,180,ARG,25.7905544148,Diego Moyano,R,175,ARG,24.1177275838,311,112,290,129,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,001,102769,1,,103506,,,6-1 6-4,3,R32,Andres Schneiter,R,,ARG,23.0663928816,Martin Vassallo Arguello,R,183,ARG,19.2251882272,242,169,641,24,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,002,104076,,WC,109302,,Q,6-2 6-1,3,R32,Jose Acasuso,R,190,ARG,16.5338809035,Paulo Baumer,U,,BRA,19.3210130048,1137,3,1292,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,003,103233,,,117371,,WC,6-1 6-2,3,R32,Leonardo Silva,R,,BRA,20.7967145791,Agustin Pacheco,U,,ARG,20.7912388775,638,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,004,103397,7,,103395,,Q,6-1 2-6 6-2,3,R32,Alexandre Simoni,R,188,BRA,19.8357289528,Julio Silva,R,173,BRA,19.8384668036,376,83,703,18,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,005,102243,3,,103246,,,4-6 7-5 6-1,3,R32,Marcelo Charpentier,L,180,ARG,25.8097193703,Otavio Rovati,R,,BRA,20.7446954141,311,112,895,9,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,006,102620,,,102628,,Q,6-1 6-4,3,R32,Frederic Petitjean,R,,FRA,23.8056125941,Mauro Barman,R,,ARG,23.7864476386,690,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,007,103634,,,103237,,Q,7-5 4-6 7-5,3,R32,Emiliano Redondi,R,,ARG,18.6255989049,Antonio Couvert,R,,ARG,20.7857631759,669,21,935,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,008,102807,,,103373,6,,6-4 2-6 7-6,3,R32,Rodrigo Monte,R,,BRA,22.8829568789,Sergio Roitman,R,185,ARG,19.9644079398,671,21,352,93,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,009,101720,5,,103587,,Q,6-3 6-1,3,R32,Agustin Garizzio,R,185,ARG,29.1225188227,Andres Dellatorre,R,190,ARG,18.8145106092,375,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,010,103908,,Q,102756,,,6-2 6-2,3,R32,Paul Henri Mathieu,R,185,FRA,17.3032169747,Eduardo Rincon,R,,COL,23.112936345,1292,1,796,13,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,011,103532,,,103121,,Q,6-2 6-3,3,R32,Ignacio Gonzalez King,R,175,ARG,19.1101984942,Matias Oneille,R,,ARG,21.2785763176,839,11,1137,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,012,108686,4,,103106,,,6-1 6-4,3,R32,Alejandro Aramburu Acuna,U,,PER,30.212183436,Keith Brill,R,,USA,21.3169062286,,,749,16,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,013,102930,,,103478,8,,1-6 6-4 7-5,3,R32,Rodrigo Cerdera,R,,ARG,22.2395619439,Diego Veronelli,R,193,ARG,19.40862423,645,23,389,78,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,014,103909,,,103526,,,6-3 RET,3,R32,Guillermo Coria,R,175,ARG,17.3004791239,Diego Zorzi,U,,ARG,19.1457905544,847,10,926,8,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,015,103900,,WC,103546,,Q,6-3 6-4,3,R32,David Nalbandian,R,180,ARG,17.3333333333,Patricio Arquez,R,,ARG,19.0554414784,1218,2,1185,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,016,102554,2,,103689,,WC,6-2 6-1,3,R32,Diego Moyano,R,175,ARG,24.1368925394,Guillermo Carry,U,,ARG,18.2943189596,276,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,017,104076,,WC,102769,1,,7-5 6-0,3,R16,Jose Acasuso,R,190,ARG,16.5338809035,Andres Schneiter,R,,ARG,23.0663928816,1137,3,242,169,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,018,103397,7,,103233,,,6-1 6-4,3,R16,Alexandre Simoni,R,188,BRA,19.8357289528,Leonardo Silva,R,,BRA,20.7967145791,376,83,638,24,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,019,102243,3,,102620,,,7-5 6-1,3,R16,Marcelo Charpentier,L,180,ARG,25.8097193703,Frederic Petitjean,R,,FRA,23.8056125941,311,112,690,19,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,020,103634,,,102807,,,6-3 7-5,3,R16,Emiliano Redondi,R,,ARG,18.6255989049,Rodrigo Monte,R,,BRA,22.8829568789,669,21,671,21,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,021,101720,5,,103908,,Q,6-2 RET,3,R16,Agustin Garizzio,R,185,ARG,29.1225188227,Paul Henri Mathieu,R,185,FRA,17.3032169747,375,83,1292,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,022,108686,4,,103532,,,6-2 6-2,3,R16,Alejandro Aramburu Acuna,U,,PER,30.212183436,Ignacio Gonzalez King,R,175,ARG,19.1101984942,,,839,11,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,023,102930,,,103909,,,7-5 6-4,3,R16,Rodrigo Cerdera,R,,ARG,22.2395619439,Guillermo Coria,R,175,ARG,17.3004791239,645,23,847,10,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,024,103900,,WC,102554,2,,6-3 6-2,3,R16,David Nalbandian,R,180,ARG,17.3333333333,Diego Moyano,R,175,ARG,24.1368925394,1218,2,276,140,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,025,103397,7,,104076,,WC,6-1 6-4,3,QF,Alexandre Simoni,R,188,BRA,19.8357289528,Jose Acasuso,R,190,ARG,16.5338809035,376,83,1137,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,026,103634,,,102243,3,,1-6 7-5 6-4,3,QF,Emiliano Redondi,R,,ARG,18.6255989049,Marcelo Charpentier,L,180,ARG,25.8097193703,669,21,311,112,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,027,101720,5,,108686,4,,6-2 6-2,3,QF,Agustin Garizzio,R,185,ARG,29.1225188227,Alejandro Aramburu Acuna,U,,PER,30.212183436,375,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,028,102930,,,103900,,WC,2-6 6-2 6-1,3,QF,Rodrigo Cerdera,R,,ARG,22.2395619439,David Nalbandian,R,180,ARG,17.3333333333,645,23,1218,2,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,029,103634,,,103397,7,,7-6 6-3,3,SF,Emiliano Redondi,R,,ARG,18.6255989049,Alexandre Simoni,R,188,BRA,19.8357289528,669,21,376,83,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,030,101720,5,,102930,,,6-4 6-0,3,SF,Agustin Garizzio,R,185,ARG,29.1225188227,Rodrigo Cerdera,R,,ARG,22.2395619439,375,83,645,23,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-03A-1999,Argentina F3,Clay,32,S,19990503,031,101720,5,,103634,,,1-6 6-0 6-0,3,F,Agustin Garizzio,R,185,ARG,29.1225188227,Emiliano Redondi,R,,ARG,18.6255989049,375,83,669,21,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-04A-1999,Argentina F4,Clay,32,S,19991101,001,103392,,,102243,1,WC,6-2 7-6,3,R32,Daniel Caracciolo,R,,ARG,20.3641341547,Marcelo Charpentier,L,180,ARG,26.3080082136,471,55,221,185,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-04A-1999,Argentina F4,Clay,32,S,19991101,002,103405,,,103209,,,2-6 6-1 6-3,3,R32,Rodolfo Rake,R,,PER,20.3039014374,Leonardo Azzaro,L,188,ITA,21.4236824093,492,51,441,66,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-04A-1999,Argentina F4,Clay,32,S,19991101,003,101863,,,102830,,,6-1 6-3,3,R32,Roberto Alvarez,R,,ARG,28.6872005476,Paulo Carvallo,R,,PAR,23.3100616016,601,32,390,82,,,,,,,,,,,,,,,,,,,,,,,,,
