tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,008,134068,7,,Vadym Ursu,R,,UKR,20.0410677618,621,48,105986,,Q,Colin Van Beem,U,,NED,24.720054757,824,21,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,009,126878,,,David Poljak,U,,CZE,20.6680355921,691,36,105246,6,,Michal Schmid,U,,CZE,28.1341546886,574,56,7-6(3) 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,010,105593,,,Yannick Vandenbulcke,R,,BEL,26.4996577687,709,33,106300,,,Fares Ghasya,U,,LBA,22.8747433265,798,23,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,011,106342,,,Martins Podzus,R,,LAT,22.5516769336,793,23,201984,,WC,Cornell Wette,U,,GER,18.8856947296,,,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,012,106138,4,,Yaraslau Shyla,R,,BLR,23.8685831622,519,70,134449,,Q,Robin Lang,U,,GER,20.9527720739,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,013,110618,,Q,Elmar Ejupovic,R,,BIH,23.9561943874,812,22,126151,8,,Pavel Nejedly,U,,CZE,23.923340178,620,48,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,014,122171,,WC,Alexander Mannapov,R,,GER,21.7412731006,,,124185,,Q,Johann Willems,L,,GER,22.0123203285,894,16,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,015,200484,,WC,Rudolf Molleker,R,,GER,16.2245037645,1057,9,122351,,,Johannes Haerteis,U,,GER,20.900752909,746,28,4-6 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,016,121531,2,,Mats Moraing,L,,GER,24.5749486653,432,94,106338,,Q,Jannis Kahlke,L,,GER,22.6064339493,1167,7,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,017,104901,1,,Vladimir Ivanov,R,,EST,29.7713894593,449,89,121823,,,Julian Onken,U,,GER,28.6351813826,710,33,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,
